,name,latitude,longitude
132,イーマ,34.7006043,135.4985219
133,なんばHatch,34.6684953,135.495764
134,御舟かもめ,34.6908932,135.5389975
135,大阪市立自然史博物館,34.6107664,135.5220137
136,リーガロイヤルホテル（大阪）メインラウンジ,34.6902712,135.4871749
137,淀川河川公園西中島地区,34.722174,135.4968024
138,大阪港帆船型観光船サンタマリア,34.6551564,135.4287537
139,一心寺（大阪府大阪市）,34.6530447,135.5108632
140,クロスホテル大阪TERRACE&DINING,34.6697042,135.5007465
141,少彦名神社,34.6888572,135.5060458
142,京橋コムズガーデン,34.6973907,135.531333
143,梅田BIGMAN,34.7051271,135.4983765
144,毛馬桜之宮公園,34.6957346,135.5236162
145,ベストウェスタンプラスホテルフィーノ大阪北浜レストランフィーノ,34.6901842,135.506885
146,空堀商店街,34.6735036,135.5161399
147,ヤマダ電機LABI1,34.6599415,135.5013819
148,大阪企業家ミュージアム,34.6839161,135.5092234
149,天然温泉花風の湯,34.6679864,135.506326
150,茶臼山,34.6487076,135.5094438
151,錦橋,34.6928315,135.4968659
152,阪急電鉄大阪梅田駅,34.705048,135.4984349
153,大阪港駅,34.653929,135.4344186
154,南港ポートタウン線コスモスクエア駅,34.6427507,135.4124054
155,信の旅荷物預かり,34.665538,135.499788
156,曽根崎お初天神通り商店街,34.6995864,135.5005765
157,大阪新歌舞伎座,34.6648324,135.5196287
158,galleryAnge,34.6987927,135.4979738
159,大阪取引所,34.6913347,135.5072456
160,阪急東通商店街,34.7029305,135.5036289
161,豊國神社,34.6843059,135.526921
162,中央線弁天町駅,34.6691853,135.4625611
163,ホテルコスモスクエア国際交流センター,34.6390665,135.4237686
164,天神橋,34.6942456,135.5124256
165,宝珠院,34.7000061,135.5144252
166,ホテルユニバーサルポート,34.6661157,135.4379618
167,サンケイホールブリーゼ,34.6987313,135.494134
168,ユニバーサルシティ駅,34.6679624,135.4386998
169,野里住吉神社,34.709626,135.462835
170,ハードロックカフェ大阪,34.6823853,135.5008856
171,愛染堂勝鬘院（愛染さん）,34.6573859,135.5125435
172,陶芸教室堀越陶房,34.6502658,135.5138174
173,-YUZUHIME-,34.6272149,135.5157567
174,ZeppNamba（OSAKA）,34.6574634,135.50139
175,MoonLeafあべのand,34.644255,135.5138523
176,ザ・シンフォニーホール,34.7016747,135.485686
177,毎日放送,34.7085242,135.4998901
178,絹谷幸二天空美術館,34.7053467,135.4897064
179,ドン・キホーテ梅田本店,34.7032393,135.501121
180,森とリルのBBQフィールド,34.6646379,135.3906046
181,中之島バラ園,34.6925012,135.5078149
182,南海電気鉄道新今宮駅,34.6503205,135.5002943
183,大阪城西の丸庭園,34.6823251,135.5306438
184,大阪難波駅,34.6670819,135.4989224
185,淀屋橋odona,34.691024,135.500234
186,戎橋筋商店街,34.666829,135.5013803
187,とんぼりリバークルーズ,34.669176,135.5027828
188,梅田エスト,34.7047366,135.5007549
189,hu+gMUSEUM(ハグミュージアム),34.6691762,135.4785679
190,大阪まいしまシーサイドパーク,34.6674316,135.3886694
191,NHK大阪ホール,34.6827073,135.5201031
192,メルパルクホール,34.7348461,135.4957757
193,難波宮跡公園,34.6799752,135.5237251
194,梅田芸術劇場メインホール,34.708502,135.4990457
195,トヨタレンタリース大阪新大阪店,34.7280941,135.4963759
196,造幣局（工場見学）,34.6968205,135.5210664
197,東横堀川,34.6912375,135.5098509
198,ハービスOSAKA,34.6986566,135.4927963
199,江崎記念館,34.7183441,135.4612276
200,大阪国際会議場（グランキューブ大阪）,34.6899038,135.4873557
201,落語家と行くなにわ探検クルーズ,34.6690585,135.4954201
202,中央線コスモスクエア駅,34.6427496,135.412398
203,飴細工寿庵,34.6655888,135.5187959
204,and,34.6442599,135.5137761
205,NUchayamachi,34.706966,135.499103
206,難波神社,34.6787054,135.5001133
207,御幸通り（コリアンタウン）,34.6605111,135.538105
208,四つ橋線住之江公園駅,34.6090232,135.4729157
209,アカネス大阪,34.7077551,135.5040457
210,大阪マーチャンダイズ・マート（OMM）,34.6902642,135.5184085
211,城北菖蒲園,34.7295644,135.538586
212,大川,34.7049945,135.5209356
213,緑橋,34.6810757,135.5470841
214,東梅田駅（大阪市営地下鉄谷町線）,34.7009369,135.4996543
215,ジュンク堂書店大阪本店,34.6969757,135.4963747
216,LiveBar,34.7183376,135.4796815
217,見返りトミー君,34.7197147,135.4816297
218,中座くいだおれビル,34.6685199,135.5024918
219,ヴィータダイニングソリスグラーティア／ホテルユニバーサルポートヴィータ,34.6670171,135.4388556
220,上方温泉一休,34.6814702,135.4342662
221,住吉公園（大阪府大阪市）,34.6117045,135.4894526
222,ＪＯ−ＴＥＲＲＡＣＥＯＳＡＫＡ（ジョー・テラス・オオサカ）,34.6888086,135.5336523
223,堺筋線動物園前駅,34.6478519,135.5031717
224,フェスティバルプラザ,34.693471,135.496635
225,中之島（大阪府大阪市）,34.6921926,135.4921497
226,常安橋,34.6907538,135.4906443
227,ジャパンギフトサービス２ビルB２店,34.6986342,135.4976215
228,ホテル日航大阪,34.6740676,135.4997437
229,道頓堀ZAZA,34.6685155,135.5025519
230,ほたるまち,34.6941728,135.4891915
231,中之島フェスティバルタワー,34.6935731,135.4966159
232,心斎橋オーパ＆オーパきれい館,34.6733252,135.4992277
233,直木三十五記念館,34.6749795,135.5153743
234,南港ポートタウン線住之江公園駅,34.6090235,135.4729234
235,ボルダリングジムroca（ロカ）,34.6812986,135.5026621
236,御津公園（三角公園）,34.6718867,135.4980554
237,天保山渡船場,34.6583037,135.4331473
238,HERBISPLAZA,34.6997918,135.4945409
239,水晶橋,34.6956147,135.5042735
240,ホテルモントレラ・スール大阪,34.6939632,135.5325764
241,法清寺（かしく寺）,34.6986782,135.502793
242,レゴランド・ディスカバリー・センター大阪,34.6550348,135.4288895
243,茶屋町界隈,34.7068577,135.4995457
244,パームガーデン舞洲byWBF,34.6663032,135.3900039
245,ローソンユニバーサルシティ・ウォーク店,34.6685473,135.4375661
246,御堂筋線動物園前駅,34.6487521,135.5045772
247,大阪府立中之島図書館,34.6936843,135.5031848
248,ドン・キホーテ観覧車（えびすタワー）,34.6693104,135.5027184
249,難波八阪神社,34.661635,135.4966892
250,着物ぼたん,34.649046,135.5046078
251,反橋（住吉大社の太鼓橋）,34.6121351,135.4932134
252,御堂筋彫刻ストリート,34.6922705,135.5009767
253,適塾,34.691272,135.5033084
254,NAMBAなんなん,34.6655209,135.5031135
255,松下IMPビル,34.6918829,135.5308672
256,TORIIHALL,34.6680481,135.5034914
257,ホテルグランヴィア大阪,34.7025644,135.4957571
258,TWIN21,34.692779,135.5314479
259,花月堂,34.6643654,135.5034552
260,西念寺,34.6879845,135.4478076
261,ヒルトンプラザ,34.6999226,135.4951983
262,H&M戎橋,34.6693193,135.5015385
263,garden心斎橋,34.6732995,135.4992353
264,直木三十五文学碑,34.6764643,135.5145032
265,太閤（背割）下水,34.6801291,135.5144299
266,トレードセンター前駅,34.638708,135.4121083
267,サクラアートミュージアム,34.6787756,135.5333937
268,天下一の黄金の和船「大阪城御座船」,34.6895871,135.5264968
269,京阪電気鉄道淀屋橋駅,34.6925525,135.5016831
270,堂島リバーフォーラム,34.693959,135.4892832
271,あべのハルカス,34.6459211,135.5139772
272,慶沢園,34.6514948,135.5096745
273,大阪プール,34.6610562,135.4474046
274,O1O1NAMBA,34.6655647,135.501027
275,安居神社,34.6542862,135.5108049
276,扇町公園（大阪府大阪市）,34.7039916,135.5090339
277,難波橋（ライオン橋）,34.6929956,135.5073039
278,栴檀木橋,34.6927428,135.5037958
279,土佐堀川,34.6924565,135.4941356
280,OCAT（大阪シティエアターミナル）,34.666265,135.495303
281,よしもとテレビ通り,34.6649823,135.5036557
282,大阪会議の碑,34.6913703,135.508556
283,ココモよってぇ屋新世界店,34.6522598,135.506015
284,国立文楽劇場,34.6674652,135.5087046
285,三好達治文学碑,34.6919985,135.5090593
286,増福寺,34.6624214,135.5133738
287,京阪電気鉄道天満橋駅,34.6889944,135.5173525
288,ＪＲ新今宮駅,34.649803,135.5021558
289,梶井基次郎文学碑（大阪府大阪市）,34.6848852,135.4959746
290,ＪＲ弁天町駅,34.6690674,135.4623611
291,大阪市交通局谷町線天満橋駅,34.6889955,135.5173552
292,なんばオリエンタルホテル和ぎ,34.6657391,135.5038515
293,永代浜跡碑,34.684374,135.4916444
294,キッズユーエスランドイズミヤ今福店,34.7007928,135.5581556
295,ヨドコウ桜スタジアム,34.6154408,135.516514
296,高麗橋ビルディング,34.6897039,135.5038101
297,齢延寺,34.6638352,135.5125433
298,松屋町筋商店街,34.6845911,135.5116871
299,大阪市営地下鉄森ノ宮駅,34.681744,135.533341
300,八軒家浜船着場,34.6907438,135.5159615
301,MimiLapin,34.697883,135.5302285
302,谷町線天王寺駅,34.6481596,135.5132608
303,ヒルトン大阪,34.6998147,135.4959738
304,ホテルソビアル大阪ドーム前,34.6654729,135.4795329
305,日本橋（大阪府大阪市）,34.6698343,135.5056242
306,安倍晴明神社,34.6317748,135.5092447
307,ナレッジキャピタル,34.7061549,135.4943851
308,大阪倶楽部,34.6910151,135.4989158
309,大阪水上バス,34.689766,135.5327795
310,ワークルーム,34.6922404,135.5049533
311,芝川ビル,34.6890737,135.5018323
312,ゑびすや金物店,34.6639083,135.5037424
313,近鉄百貨店上本町店,34.6654154,135.5195529
314,旧小西家住宅（小西儀助商店）,34.6887266,135.5067652
315,久宝寺橋,34.6802055,135.5116039
316,肥後橋,34.6938564,135.4997545
317,BIGSTEP,34.67222,135.4988748
318,宗右衛門町（そうえもんちょう）,34.6693066,135.5041994
319,駅レンタカー新大阪駅営業所,34.7334464,135.4999837
320,大阪市中央体育館,34.6594758,135.4446938
321,花と緑と自然の情報センター,34.6104931,135.5221781
322,とんぼりRiver,34.6690585,135.4954576
323,御堂筋線なんば駅,34.6670742,135.5003597
324,バラ園（靱公園）,34.6858223,135.4941584
325,ドン・キホーテ道頓堀店,34.6693262,135.5026792
326,崇禅寺（大阪府大阪市）,34.7337743,135.5085357
327,川端康成生誕之地,34.6954899,135.5133116
328,ＪＲ西九条駅,34.6821446,135.4661488
329,あべちか,,
330,岩盤浴もりの王国,34.6663003,135.5242629
331,U2unusual,34.6652873,135.5053535
332,BillboardLive,34.6997068,135.494595
333,ピカレスク,34.6775205,135.4984999
334,graf,34.6911577,135.4923633
335,なにわ名物・いちびり庵本店,34.6680078,135.5012241
336,舞洲スポーツアイランド（舞洲アーバンオートビレッジ・バーベキューガーデン）,34.6660461,135.3972339
337,読売新聞大阪本社,34.7001295,135.5065725
338,御堂筋線梅田駅,34.7032098,135.4976406
339,大阪ダックツアー,34.6905822,135.5144728
340,明治橋,34.6793163,135.4920251
341,周防町通（ヨーロッパ通り）,34.671962,135.501739
342,大阪YMCA国際文化センター,34.6896481,135.4922692
343,花乃井橋,34.6872459,135.490475
344,十三まいりの寺（太平寺）,34.6592857,135.5137044
345,百田宗治文学碑,34.6781137,135.4950443
346,NHK大阪放送局BKプラザ,34.6827048,135.5200886
347,OBP（大阪ビジネスパーク）,34.6923823,135.5287742
348,TRIANGLE,34.6721905,135.4976088
349,心斎橋法善寺あられ,34.6760377,135.5014541
350,東急ハンズ心斎橋店,34.6738473,135.5009574
351,日本基督教団浪花教会,34.6895181,135.5037654
352,大阪wonderloop,34.6961569,135.5008762
353,大阪松竹座,34.668453,135.500925
354,きものレンタルwargo大阪心斎橋店,34.6732995,135.4992353
355,大阪市中央卸売市場,34.683396,135.4766735
356,大江神社（大阪府大阪市）,34.6572748,135.5121047
357,四つ橋線なんば駅,34.6652168,135.4982427
358,法楽寺,34.6264758,135.5228214
359,TheoryDrive,34.6716131,135.498349
360,ゆめっせ新大阪センイシティー,34.7356327,135.4939808
361,萬福寺（万福寺）,34.6628658,135.5115656
362,ジュンク堂書店難波店,34.666949,135.4963081
363,林芙美子文学碑（大阪府大阪市）,34.6496884,135.5100551
364,堂島アバンザ,34.6969779,135.4963844
365,すき家曽根崎東店,34.7020447,135.5029678
366,アプレシオ梅田店,34.7027701,135.5012927
367,大阪市営地下鉄堺筋本町駅（堺筋線・中央線）,34.6818288,135.5069774
368,ゆう工房大阪南堀江教室,34.6693675,135.4966889
369,阪神電気鉄道大阪梅田駅,34.7009311,135.4963994
370,男女共同参画・青少年センター（ドーンセンター）,34.690136,135.5208855
371,ヒルトンプラザ・イースト／ウエスト,34.7004042,135.4963679
372,大念佛寺,34.6271652,135.5506606
373,風舞う海辺のいちご畑《舞洲フェルム》,34.6711241,135.4021048
374,天王寺七坂,34.6636157,135.5116461
375,くすりの道修町資料館,34.6887374,135.5060102
376,淀屋橋センタービル,34.6901236,135.5022127
377,オーバルホール,34.6983774,135.4909246
378,正蓮寺（大阪府大阪市）,34.6855951,135.448326
379,古今知（CoConChi）−新世界店−,34.6523035,135.5060253
380,ギャラリー再会,34.6527502,135.5068719
381,藤田美術館,34.6949847,135.5251439
382,HERBISPLAZA,34.6985163,135.4926541
383,阪神電車西九条駅,34.6826851,135.4658273
384,なにわ食いしんぼ横丁,34.6562322,135.4302677
385,湊町リバープレイス,34.6683729,135.4960868
386,豊臣秀頼・淀殿ら自刃の地の碑,34.6880267,135.5267698
387,蓮如上人袈裟懸けの松,34.6865016,135.5261663
388,浮世小路,34.6686217,135.5029908
389,三光神社,34.6734456,135.5297137
390,リリーベアーキャンドル教室,34.6858381,135.5032415
391,法善寺,34.6678859,135.5026144
392,エヴィスドンナ,34.67651,135.4979525
393,押し花教室roseblanche,34.6104355,135.5216188
394,杭全神社,34.6289623,135.5549519
395,高麗橋野村ビルディング,34.6898654,135.5063929
396,大阪市営地下鉄御堂筋線淀屋橋駅,34.6925525,135.5016831
397,坐摩神社,34.6809551,135.4985856
398,EST,34.7050969,135.5010734
399,大阪ガスビル,34.6880779,135.500188
400,なぞともカフェなんばパークス店,34.6617913,135.5017994
401,田辺三菱製薬史料館,34.6883072,135.5033335
402,HEPFIVE（ヘップ,34.7040433,135.5004566
403,EST（エスト）,34.7047613,135.5007177
404,インディクルーズ中之島ローズポート,34.6921273,135.5095525
405,千日前線なんば駅,34.6671015,135.5003611
406,新歌舞伎座,34.6648324,135.5196315
407,刻印石広場,34.6881756,135.5262668
408,通天閣本通商店会,34.6527613,135.5060856
409,源九郎稲荷神社・八兵衛大明神（合祀）,34.6650045,135.5126932
410,中央電気倶楽部,34.6953673,135.4943021
411,ミナミ株式会社旧川崎貯蓄銀行福島出張所,34.6951046,135.4848713
412,OBP円形ホール,34.6925489,135.5298152
413,阪急電鉄十三駅,34.7202147,135.4820614
414,近鉄日本橋駅,34.6667179,135.5063199
415,天神橋筋六丁目駅（大阪市営地下鉄・阪急電鉄）,34.7107657,135.510817
416,Catof,34.6835921,135.5451431
417,四天王寺・八角亭,34.6554699,135.5181453
418,中之島LOVECENTRAL,34.6948797,135.5037677
419,御霊神社,34.6874266,135.4991742
420,天然温泉浪華の湯,34.6835594,135.513576
421,食品サンプルR&M,34.6642935,135.5032976
422,ニュースター,34.6508695,135.5062937
423,水素セラピーMAITRII（マイトリー）,34.7297961,135.5000399
424,よしもとエンタメショップ／吉本興業オフィシャルグッズ,,
425,真田幸村戦死跡の碑,34.6544959,135.5109304
426,メディアカフェポパイ梅田桜橋店,34.6979621,135.4944295
427,BOWL１２３,34.6707669,135.4776994
428,NambaHands-Free,34.6646731,135.4992961
429,大阪グルメウォーク,34.6689316,135.5054881
430,旧黒田藩蔵屋敷長屋門,34.6508561,135.5126354
431,四天王寺前夕陽ケ丘駅,34.6583251,135.5141599
432,玉造稲荷神社,34.6779923,135.5299635
433,ルードランプ,34.6723785,135.4956128
434,芸術創造館,34.7212349,135.5425137
435,すばる陶芸,34.6135752,135.5548877
436,スウェーデントリムパークあべのハルカス店,34.6457738,135.5142432
437,アニモゆめかわアニマルパーク,34.6712114,135.4948957
438,大阪府立上方演芸資料館（ワッハ上方）,34.6646832,135.5030974
439,ブランドショップストリート,34.6749222,135.5006698
440,MILES,34.6706085,135.4975463
441,よしもとテレビ通り／吉本興業お笑い芸人グッズ,34.6649745,135.5035951
442,JO-TERRACEOSAKA,34.6887644,135.5329258
443,大阪リゾートホテル・ロッジ舞洲,34.6646379,135.3906046
444,ANAクラウンプラザホテル大阪,34.6956874,135.498232
445,ハリネズミ専門cafeHARRY,34.6661451,135.5037063
446,ルームルームとうげいきょうしつ,34.672367,135.495615
447,GLASSSTUDIO,34.7081171,135.4998648
448,深江郷土資料館,34.6699475,135.5609105
449,とんぼりリバーウォーク,34.6691882,135.5028317
450,食品サンプル雑貨・制作体験ショップデザインポケット,34.6645876,135.5034191
451,キャプテンライン,34.6539371,135.4284644
452,風蘭ビルディング,34.6825926,135.5061749
453,きんえいアポロビル,34.6465154,135.5117753
454,インターネットカフェＮＥＷＮＥＷなんば戎橋店,34.6693045,135.5010769
455,今宮戎神社,34.6551415,135.5024
456,綿業会館,34.6854964,135.5040961
457,ミズノ淀屋橋店,34.6922408,135.5004456
458,生駒ビルヂング,34.6875656,135.5063541
459,大阪市役所,34.6937272,135.5022121
460,スーパー玉出新今宮店,34.6503072,135.4992074
461,鉾流橋,34.6942037,135.5048318
462,宇野浩二文学碑,34.6850855,135.5138536
463,HERBISPLAZA,34.6996904,135.4944087
464,大阪観光ボランティアガイド協会,34.6842698,135.526433
465,関西ツーリストインフォメーションセンター心斎橋,34.669912,135.5011396
466,本町橋,34.6765447,135.5083849
467,堂島川,34.6924565,135.4941356
468,梅田ステラホール,34.7053527,135.4900619
469,朝日劇場,34.6517059,135.5071108
470,大阪市営地下鉄谷町四丁目駅,34.6821106,135.5172529
471,大阪市立クラフトパーク,34.6100567,135.579392
472,TAIKO-LABうめきた,34.7098172,135.4929651
473,JCAキャンドルスタジオ,34.6778797,135.5015884
474,インディクルーズ日本橋船着場,34.6689725,135.5057148
475,北御堂（津村別院）,34.6850261,135.4995673
476,ドージマ地下センター,34.695223,135.4999794
477,生國魂神社,34.6650045,135.5126932
478,鰻谷商店街,34.6744838,135.5042631
479,天神坂,34.6542168,135.5118742
480,阿波座駅（中央線・千日前線）,34.6816295,135.4862022
481,メディアカフェポパイお初天神店,34.699456,135.500596
482,薄田泣菫文学碑,34.6694513,135.5192925
483,毛馬閘門,34.7203186,135.5168812
484,京阪電気鉄道中之島駅,34.6905523,135.4866151
485,梅田アウラホール,34.7053538,135.4901877
486,梅田スカイビル会議室,34.7052321,135.4900164
487,御勝山古墳,34.6544757,135.5359165
488,STUSSYOSAKA,34.6618168,135.5013096
489,リーヴスギャラリー小坂奇石記念館,34.6266102,135.522635
490,中浜せせらぎの里,34.6877165,135.5448952
491,DJ'sSTORE,34.6704135,135.4975169
492,PanicRabbit84Cafe,34.6637528,135.5048765
493,株式会社アップオン,34.6961569,135.5008762
494,堀越神社,34.651506,135.5132242
495,大阪府警察コミュニティープラザ,34.7017194,135.4997987
496,北浜レトロビルヂング,34.6917652,135.5074844
497,今橋,34.6905847,135.5035737
498,川端康成文学碑（大阪府大阪市）,34.6122184,135.4931606
499,舞洲ベースボールスタジアム,34.6631381,135.3967785
500,森本薫文学碑,34.7149345,135.4970457
501,武田麟太郎文学碑,34.6698624,135.519548
502,奥田家住宅奥田邸,34.6258713,135.5658954
503,伊藤静雄文学碑,34.63433,135.5065309
504,フランダースセンター,34.6618622,135.517664
505,関西国際交流団体協議会,34.6836988,135.5147446
506,大江橋,34.6938065,135.5023043
507,魚つり園護岸（大阪南港魚つり園）,34.6147549,135.4032129
508,通天閣・売店／通天閣グッズ＆ビリケンさんグッズ,34.6525074,135.5063089
509,阿倍王子神社,34.6310444,135.5091836
510,三津寺,34.6706036,135.5006219
511,大阪国際平和センター（ピースおおさか）,34.6832444,135.5277441
512,千本松渡船場,34.634846,135.4760141
513,森ノ宮ピロティホール,34.6808489,135.5317799
514,真宗大谷派難波別院（南御堂）,34.6805746,135.499655
515,御堂筋線長居駅,34.6101389,135.5137916
516,毎日新聞大阪本社,34.6984922,135.4908035
517,谷崎潤一郎文学碑（大阪府大阪市）,34.6674541,135.5086852
518,PiatThor（ピアットトーラー）,34.6641438,135.5030159
519,大阪ビジターズインフォメーションセンター・梅田,34.7025276,135.4970961
520,空堀界隈,34.6751422,135.5126734
521,越中井,34.6798198,135.5267804
522,平野せせらぎの里,34.6415749,135.5598149
523,TOHOCINEMAS,34.6656347,135.5010498
524,大阪府立労働センター（エル・おおさか）,34.6899327,135.5130237
525,鞴神社,34.6657127,135.5122905
526,大阪市営地下鉄恵美須町駅（堺筋線）,34.6549429,135.5055749
527,水上瀧太郎文学碑,34.6928203,135.4950299
528,筋鉄門跡,34.6900359,135.5228484
529,大阪城音楽堂,34.6823224,135.5306494
530,ITC靱テニスセンター,34.6846879,135.4920416
531,JR新大阪駅,34.7334684,135.5002556
532,メイト陶芸教室梅田,34.6992196,135.4946131
533,AmazingKart,34.6666032,135.389666
534,京あるき梅田店,34.705353,135.4968542
535,Lastsamurai,34.6512981,135.5041301
536,LITTLEFOREST,34.6904269,135.5094237
537,梅田芸術劇場シアター・ドラマシティ,34.7084798,135.4990318
538,住友生命いずみホール,34.6907593,135.5341632
539,unico堀江,34.6713163,135.4952511
540,食品サンプル専門店デザインポケット本店,34.6645604,135.503368
541,パラビオン大阪,34.67116,135.4953159
542,Ascenseur,34.6780068,135.4983932
543,CUBICGALLERY,34.6854691,135.5034867
544,児玉画廊,34.6855413,135.4992123
